Genotype/condition	Sample Number	Timepoint	CellNumber	FibrilTool Angle	Comparison Angle	Raw angle	Absolute angle	Acute absolute angle to ablation	Anisotropy
GFP-MBD_Control	5	5	1	26.8101	21.5655	5.2445	5.2445	5.2445	0.0641
GFP-MBD_Control	5	5	2	37.3401	176.179	-138.8389	138.8389	41.1611	0.0491
GFP-MBD_Control	5	5	3	46.8541	166.6189	-119.7649	119.7649	60.2351	0.0996
GFP-MBD_Control	5	5	4	25.048	87.2585	-62.2104	62.2104	62.2104	0.0651
GFP-MBD_Control	5	5	5	65.6586	95.2654	-29.6068	29.6068	29.6068	0.0335
GFP-MBD_Control	5	5	6	31.7012	175.7363	-144.0351	144.0351	35.9649	0.088
GFP-MBD_Control	5	5	7	37.5148	17.0064	20.5084	20.5084	20.5084	0.0749
GFP-MBD_Control	5	6	1	0.322	23.646	-23.3241	23.3241	23.3241	0.0386
GFP-MBD_Control	5	6	2	62.3371	175.1883	-112.8512	112.8512	67.1488	0.0657
GFP-MBD_Control	5	6	3	44.6879	167.7247	-123.0368	123.0368	56.9632	0.1016
GFP-MBD_Control	5	6	4	30.0013	86.5972	-56.596	56.596	56.596	0.1223
GFP-MBD_Control	5	6	5	52.3977	95.2654	-42.8677	42.8677	42.8677	0.0484
GFP-MBD_Control	5	6	6	30.6515	175.7363	-145.0848	145.0848	34.9152	0.1608
GFP-MBD_Control	5	6	7	37.2076	17.0064	20.2012	20.2012	20.2012	0.0559
GFP-MBD_Control	5	7	1	30.7807	23.646	7.1346	7.1346	7.1346	0.0842
GFP-MBD_Control	5	7	2	54.857	175.1883	-120.3314	120.3314	59.6686	0.1223
GFP-MBD_Control	5	7	3	47.1234	167.7247	-120.6014	120.6014	59.3986	0.102
GFP-MBD_Control	5	7	4	35.5296	86.5972	-51.0676	51.0676	51.0676	0.1383
GFP-MBD_Control	5	7	5	60.2516	95.2654	-35.0139	35.0139	35.0139	0.0428
GFP-MBD_Control	5	7	6	32.3612	175.7363	-143.3751	143.3751	36.6249	0.1353
GFP-MBD_Control	5	7	7	35.9926	17.0064	18.9861	18.9861	18.9861	0.072
GFP-MBD_Control	5	8	1	18.4745	23.646	-5.1716	5.1716	5.1716	0.0724
GFP-MBD_Control	5	8	2	55.0353	175.1883	-120.153	120.153	59.847	0.119
GFP-MBD_Control	5	8	3	47.6294	167.7247	-120.0953	120.0953	59.9047	0.1871
GFP-MBD_Control	5	8	4	33.6203	86.5972	-52.977	52.977	52.977	0.1227
GFP-MBD_Control	5	8	5	61.5722	95.2654	-33.6933	33.6933	33.6933	0.0573
GFP-MBD_Control	5	8	6	31.1747	175.7363	-144.5616	144.5616	35.4384	0.1466
GFP-MBD_Control	5	8	7	34.8771	17.0064	17.8707	17.8707	17.8707	0.1006
GFP-MBD_Control	5	9	1	39.1843	23.646	15.5383	15.5383	15.5383	0.0707
GFP-MBD_Control	5	9	2	50.9053	175.1883	-124.2831	124.2831	55.7169	0.1184
GFP-MBD_Control	5	9	3	49.5539	167.7247	-118.1708	118.1708	61.8292	0.1216
GFP-MBD_Control	5	9	4	32.1027	86.232	-54.1293	54.1293	54.1293	0.1374
GFP-MBD_Control	5	9	5	66.4073	95.2654	-28.8582	28.8582	28.8582	0.0635
GFP-MBD_Control	5	9	6	30.5337	175.7363	-145.2027	145.2027	34.7973	0.1512
GFP-MBD_Control	5	9	7	35.0723	17.0064	18.0659	18.0659	18.0659	0.1382
GFP-MBD_Control	5	10	1	32.7187	27.8871	4.8317	4.8317	4.8317	0.0899
GFP-MBD_Control	5	10	2	48.5591	175.1883	-126.6292	126.6292	53.3708	0.0887
GFP-MBD_Control	5	10	3	44.6548	167.7247	-123.0699	123.0699	56.9301	0.0951
GFP-MBD_Control	5	10	4	20.5809	86.232	-65.6511	65.6511	65.6511	0.1225
GFP-MBD_Control	5	10	5	16.1842	96.1971	-80.0129	80.0129	80.0129	0.0052
GFP-MBD_Control	5	10	6	25.9311	175.7363	-149.8052	149.8052	30.1948	0.1518
GFP-MBD_Control	5	10	7	26.7818	17.0064	9.7754	9.7754	9.7754	0.1095
GFP-MBD_Control	5	11	1	22.2974	27.8871	-5.5897	5.5897	5.5897	0.0895
GFP-MBD_Control	5	11	2	40.0203	175.0356	-135.0153	135.0153	44.9847	0.0988
GFP-MBD_Control	5	11	3	27.8062	169.1768	-141.3707	141.3707	38.6293	0.0679
GFP-MBD_Control	5	11	4	12.1859	86.232	-74.0461	74.0461	74.0461	0.1081
GFP-MBD_Control	5	11	5	169.6065	96.1971	73.4094	73.4094	73.4094	0.0309
GFP-MBD_Control	5	11	6	26.6522	175.3844	-148.7322	148.7322	31.2678	0.1576
GFP-MBD_Control	5	11	7	16.9922	17.0064	-0.01424	0.01424	0.01424	0.0902
GFP-MBD_Control	5	12	1	18.007	27.8871	-9.88	9.88	9.88	0.1061
GFP-MBD_Control	5	12	2	36.1892	175.704	-139.5148	139.5148	40.4852	0.1163
GFP-MBD_Control	5	12	3	35.3951	169.1768	-133.7817	133.7817	46.2183	0.1459
GFP-MBD_Control	5	12	4	17.3832	86.232	-68.8488	68.8488	68.8488	0.1394
GFP-MBD_Control	5	12	5	7.9956	96.1971	-88.2015	88.2015	88.2015	0.0399
GFP-MBD_Control	5	12	6	17.2406	175.3844	-158.1438	158.1438	21.8562	0.1487
GFP-MBD_Control	5	12	7	18.3998	17.0064	1.3934	1.3934	1.3934	0.1101
GFP-MBD_Control	5	13	1	11.0088	27.8871	-16.8783	16.8783	16.8783	0.1132
GFP-MBD_Control	5	13	2	20.7893	175.704	-154.9148	154.9148	25.0852	0.1286
GFP-MBD_Control	5	13	3	28.4367	169.1768	-140.7402	140.7402	39.2598	0.134
GFP-MBD_Control	5	13	4	8.1485	86.232	-78.0835	78.0835	78.0835	0.1462
GFP-MBD_Control	5	13	5	176.5918	95.2654	81.3263	81.3263	81.3263	0.0374
GFP-MBD_Control	5	13	6	14.7416	175.3844	-160.6428	160.6428	19.3572	0.169
GFP-MBD_Control	5	13	7	13.5136	17.0064	-3.4928	3.4928	3.4928	0.1293
GFP-MBD_Control	6	1	1	47.8089	155.287	-107.4781	107.4781	72.5219	0.1749
GFP-MBD_Control	6	1	2	58.8357	3.5257	55.3101	55.3101	55.3101	0.1438
GFP-MBD_Control	6	1	3	122.0016	59.3551	62.6464	62.6464	62.6464	0.1054
GFP-MBD_Control	6	1	4	31.4026	88.2899	-56.8873	56.8873	56.8873	0.1418
GFP-MBD_Control	6	1	5	40.4405	30.6444	9.7961	9.7961	9.7961	0.2782
GFP-MBD_Control	6	1	6	70.4615	45.2429	25.2186	25.2186	25.2186	0.1124
GFP-MBD_Control	6	1	7	14.354	91.4108	-77.0568	77.0568	77.0568	0.1689
GFP-MBD_Control	6	1	8	30.9119	25.8034	5.1085	5.1085	5.1085	0.2385
GFP-MBD_Control	6	1	9	37.9244	150.1593	-112.2349	112.2349	67.7651	0.2773
GFP-MBD_Control	6	1	10	31.1193	90	-58.8807	58.8807	58.8807	0.1797
GFP-MBD_Control	6	2	1	51.313	155.287	-103.974	103.974	76.026	0.1675
GFP-MBD_Control	6	2	2	46.708	3.5257	43.1824	43.1824	43.1824	0.1301
GFP-MBD_Control	6	2	3	135.1946	59.3551	75.8395	75.8395	75.8395	0.1183
GFP-MBD_Control	6	2	4	20.1499	88.2899	-68.14	68.14	68.14	0.0964
GFP-MBD_Control	6	2	5	39.4753	30.6444	8.8309	8.8309	8.8309	0.2211
GFP-MBD_Control	6	2	6	51.9888	45.2429	6.7458	6.7458	6.7458	0.0982
GFP-MBD_Control	6	2	7	18.3061	91.4108	-73.1047	73.1047	73.1047	0.1187
GFP-MBD_Control	6	2	8	34.9981	25.8034	9.1947	9.1947	9.1947	0.2274
GFP-MBD_Control	6	2	9	30.4998	150.1593	-119.6596	119.6596	60.3404	0.2661
GFP-MBD_Control	6	2	10	21.412	90	-68.588	68.588	68.588	0.1869
GFP-MBD_Control	6	3	1	48.4974	155.287	-106.7896	106.7896	73.2104	0.182
GFP-MBD_Control	6	3	2	51.7386	3.5257	48.2129	48.2129	48.2129	0.1257
GFP-MBD_Control	6	3	3	128.5777	59.3551	69.2225	69.2225	69.2225	0.1022
GFP-MBD_Control	6	3	4	29.9844	88.2483	-58.2639	58.2639	58.2639	0.1078
GFP-MBD_Control	6	3	5	31.9604	30.6444	1.316	1.316	1.316	0.1577
GFP-MBD_Control	6	3	6	52.1208	44.7465	7.3743	7.3743	7.3743	0.1165
GFP-MBD_Control	6	3	7	9.4924	91.4108	-81.9184	81.9184	81.9184	0.1451
GFP-MBD_Control	6	3	8	35.1515	25.8034	9.3481	9.3481	9.3481	0.2082
GFP-MBD_Control	6	3	9	31.7231	150.1593	-118.4362	118.4362	61.5638	0.2323
GFP-MBD_Control	6	3	10	32.7413	90	-57.2587	57.2587	57.2587	0.2185
GFP-MBD_Control	6	4	1	44.5304	155.287	-110.7566	110.7566	69.2434	0.1772
GFP-MBD_Control	6	4	2	46.7347	3.5257	43.209	43.209	43.209	0.1447
GFP-MBD_Control	6	4	3	148.3578	59.3551	89.0027	89.0027	89.0027	0.1032
GFP-MBD_Control	6	4	4	29.458	88.2483	-58.7903	58.7903	58.7903	0.0644
GFP-MBD_Control	6	4	5	29.8829	31.6317	-1.7488	1.7488	1.7488	0.128
GFP-MBD_Control	6	4	6	45.9996	45.7178	0.2818	0.2818	0.2818	0.1287
GFP-MBD_Control	6	4	7	10.7045	91.4295	-80.725	80.725	80.725	0.1595
GFP-MBD_Control	6	4	8	30.5647	25.8034	4.7614	4.7614	4.7614	0.1847
GFP-MBD_Control	6	4	9	29.7221	148.0284	-118.3063	118.3063	61.6937	0.2205
GFP-MBD_Control	6	4	10	41.012	90	-48.988	48.988	48.988	0.1824
GFP-MBD_Control	6	5	1	43.1407	155.287	-112.1463	112.1463	67.8537	0.1725
GFP-MBD_Control	6	5	2	37.7135	3.5257	34.1878	34.1878	34.1878	0.121
GFP-MBD_Control	6	5	3	139.9715	59.3551	80.6163	80.6163	80.6163	0.1126
GFP-MBD_Control	6	5	4	32.4151	88.2483	-55.8332	55.8332	55.8332	0.0721
GFP-MBD_Control	6	5	5	30.1377	32.1786	-2.041	2.041	2.041	0.1234
GFP-MBD_Control	6	5	6	46.2014	45.7178	0.4836	0.4836	0.4836	0.1601
GFP-MBD_Control	6	5	7	12.934	91.3495	-78.4156	78.4156	78.4156	0.0857
GFP-MBD_Control	6	5	8	30.228	25.8034	4.4246	4.4246	4.4246	0.1616
GFP-MBD_Control	6	5	9	31.4204	144.1704	-112.7499	112.7499	67.2501	0.2081
GFP-MBD_Control	6	5	10	36.6806	90	-53.3194	53.3194	53.3194	0.1971
GFP-MBD_Control	6	6	1	40.7633	155.287	-114.5237	114.5237	65.4763	0.1607
GFP-MBD_Control	6	6	2	30.8934	2.7744	28.1191	28.1191	28.1191	0.1026
GFP-MBD_Control	6	6	3	136.2154	60.9034	75.312	75.312	75.312	0.1047
GFP-MBD_Control	6	6	4	35.8676	88.2218	-52.3541	52.3541	52.3541	0.1341
GFP-MBD_Control	6	6	5	15.8742	35.0187	-19.1444	19.1444	19.1444	0.1091
GFP-MBD_Control	6	6	6	46.6331	46.0874	0.5457	0.5457	0.5457	0.1595
GFP-MBD_Control	6	6	7	175.0048	91.0583	83.9465	83.9465	83.9465	0.0518
GFP-MBD_Control	6	6	8	33.1675	25.8034	7.3641	7.3641	7.3641	0.1682
GFP-MBD_Control	6	6	9	24.4902	137.6906	-113.2003	113.2003	66.7997	0.1531
GFP-MBD_Control	6	6	10	46.0255	179.5634	-133.5379	133.5379	46.4621	0.1762
GFP-MBD_Control	6	7	1	41.9847	155.287	-113.3023	113.3023	66.6977	0.1471
GFP-MBD_Control	6	7	2	24.1027	2.8611	21.2416	21.2416	21.2416	0.1052
GFP-MBD_Control	6	7	3	134.4566	60.8637	73.5929	73.5929	73.5929	0.0786
GFP-MBD_Control	6	7	4	43.7671	88.3302	-44.563	44.563	44.563	0.1758
GFP-MBD_Control	6	7	5	26.3626	36.7078	-10.3452	10.3452	10.3452	0.0553
GFP-MBD_Control	6	7	6	48.2664	44.4787	3.7877	3.7877	3.7877	0.1594
GFP-MBD_Control	6	7	7	18.0405	90.9823	-72.9417	72.9417	72.9417	0.115
GFP-MBD_Control	6	7	8	38.9871	26.3717	12.6153	12.6153	12.6153	0.1448
GFP-MBD_Control	6	7	9	28.7655	132.8537	-104.0882	104.0882	75.9118	0.191
GFP-MBD_Control	6	7	10	48.8589	178.8672	-130.0083	130.0083	49.9917	0.0989
GFP-MBD_Control	6	8	1	33.5094	155.287	-121.7776	121.7776	58.2224	0.1522
GFP-MBD_Control	6	8	2	32.2418	2.8611	29.3807	29.3807	29.3807	0.1087
GFP-MBD_Control	6	8	3	110.9412	61.2548	49.6864	49.6864	49.6864	0.0572
GFP-MBD_Control	6	8	4	36.1035	88.3302	-52.2266	52.2266	52.2266	0.2009
GFP-MBD_Control	6	8	5	3.1286	36.7833	-33.6547	33.6547	33.6547	0.0662
GFP-MBD_Control	6	8	6	47.6011	44.4787	3.1225	3.1225	3.1225	0.1876
GFP-MBD_Control	6	8	7	35.9777	90.7002	-54.7226	54.7226	54.7226	0.0999
GFP-MBD_Control	6	8	8	38.0478	24.8526	13.1952	13.1952	13.1952	0.1574
GFP-MBD_Control	6	8	9	35.7099	132.8537	-97.1438	97.1438	82.8562	0.2197
GFP-MBD_Control	6	8	10	50.2424	178.8672	-128.6249	128.6249	51.3751	0.127
GFP-MBD_Control	6	9	1	37.9349	155.287	-117.3521	117.3521	62.6479	0.1424
GFP-MBD_Control	6	9	2	23.4301	2.8611	20.5691	20.5691	20.5691	0.0873
GFP-MBD_Control	6	9	3	129.6476	61.2548	68.3928	68.3928	68.3928	0.0725
GFP-MBD_Control	6	9	4	38.628	88.3302	-49.7021	49.7021	49.7021	0.2215
GFP-MBD_Control	6	9	5	21.0067	36.7833	-15.7766	15.7766	15.7766	0.044
GFP-MBD_Control	6	9	6	44.8409	44.4787	0.3622	0.3622	0.3622	0.1902
GFP-MBD_Control	6	9	7	24.1821	90.7002	-66.5182	66.5182	66.5182	0.1118
GFP-MBD_Control	6	9	8	39.9389	24.8526	15.0863	15.0863	15.0863	0.1615
GFP-MBD_Control	6	9	9	34.3497	132.8537	-98.504	98.504	81.496	0.1869
GFP-MBD_Control	6	9	10	46.2621	178.8672	-132.6051	132.6051	47.3949	0.1274
GFP-MBD_Control	6	10	1	39.1999	155.287	-116.0871	116.0871	63.9129	0.1609
GFP-MBD_Control	6	10	2	24.744	2.8611	21.8829	21.8829	21.8829	0.1093
GFP-MBD_Control	6	10	3	105.0446	61.2548	43.7898	43.7898	43.7898	0.0342
GFP-MBD_Control	6	10	4	39.4404	88.3302	-48.8898	48.8898	48.8898	0.219
GFP-MBD_Control	6	10	5	179.505	36.7833	142.7218	142.7218	37.2782	0.024
GFP-MBD_Control	6	10	6	40.3499	44.4787	-4.1288	4.1288	4.1288	0.1995
GFP-MBD_Control	6	10	7	17.4604	90.7002	-73.2399	73.2399	73.2399	0.1169
GFP-MBD_Control	6	10	8	46.1498	24.8526	21.2972	21.2972	21.2972	0.1776
GFP-MBD_Control	6	10	9	39.7356	132.8537	-93.1181	93.1181	86.8819	0.2158
GFP-MBD_Control	6	10	10	43.6277	178.8672	-135.2395	135.2395	44.7605	0.1404
GFP-MBD_Control	6	11	1	29.0205	155.287	-126.2665	126.2665	53.7335	0.1611
GFP-MBD_Control	6	11	2	23.7096	2.8611	20.8485	20.8485	20.8485	0.137
GFP-MBD_Control	6	11	3	117.1926	61.2548	55.9378	55.9378	55.9378	0.0078
GFP-MBD_Control	6	11	4	42.3017	88.3302	-46.0284	46.0284	46.0284	0.2049
GFP-MBD_Control	6	11	5	152.2247	36.7833	115.4414	115.4414	64.5586	0.0476
GFP-MBD_Control	6	11	6	38.4596	44.4787	-6.0191	6.0191	6.0191	0.243
GFP-MBD_Control	6	11	7	11.6943	90.7002	-79.0059	79.0059	79.0059	0.126
GFP-MBD_Control	6	11	8	41.9251	24.8526	17.0724	17.0724	17.0724	0.1801
GFP-MBD_Control	6	11	9	36.3	132.8537	-96.5537	96.5537	83.4463	0.22
GFP-MBD_Control	6	11	10	47.493	178.8672	-131.3743	131.3743	48.6257	0.17
GFP-MBD_Control	6	12	1	26.4759	155.287	-128.8111	128.8111	51.1889	0.1351
GFP-MBD_Control	6	12	2	24.5965	3.2793	21.3173	21.3173	21.3173	0.1179
GFP-MBD_Control	6	12	3	25.4344	61.1159	-35.6815	35.6815	35.6815	0.0574
GFP-MBD_Control	6	12	4	40.8329	88.3302	-47.4973	47.4973	47.4973	0.2091
GFP-MBD_Control	6	12	5	141.8093	39.8964	101.9129	101.9129	78.0871	0.0626
GFP-MBD_Control	6	12	6	33.7585	44.4787	-10.7202	10.7202	10.7202	0.2291
GFP-MBD_Control	6	12	7	11.5128	90.7002	-79.1875	79.1875	79.1875	0.159
GFP-MBD_Control	6	12	8	42.8934	24.8526	18.0408	18.0408	18.0408	0.1952
GFP-MBD_Control	6	12	9	34.4265	132.8537	-98.4272	98.4272	81.5728	0.2116
GFP-MBD_Control	6	12	10	34.6806	178.8672	-144.1867	144.1867	35.8133	0.18
GFP-MBD_Control	6	13	1	25.2394	155.287	-130.0476	130.0476	49.9524	0.1373
GFP-MBD_Control	6	13	2	10.0296	3.2793	6.7504	6.7504	6.7504	0.0969
GFP-MBD_Control	6	13	3	18.8735	61.1159	-42.2423	42.2423	42.2423	0.072
GFP-MBD_Control	6	13	4	38.809	88.3302	-49.5211	49.5211	49.5211	0.2413
GFP-MBD_Control	6	13	5	148.8868	39.8964	108.9904	108.9904	71.0096	0.0946
GFP-MBD_Control	6	13	6	29.7604	44.4787	-14.7183	14.7183	14.7183	0.2191
GFP-MBD_Control	6	13	7	7.3852	90.7002	-83.315	83.315	83.315	0.1315
GFP-MBD_Control	6	13	8	43.0806	24.8526	18.228	18.228	18.228	0.2064
GFP-MBD_Control	6	13	9	22.2672	132.8537	-110.5864	110.5864	69.4136	0.1815
GFP-MBD_Control	6	13	10	42.469	178.8672	-136.3982	136.3982	43.6018	0.1892
GFP-MBD_Control	7	1	1	89.5676	169.0578	-79.4902	79.4902	79.4902	0.0222
GFP-MBD_Control	7	1	2	36.8412	45.8041	-8.9629	8.9629	8.9629	0.023
GFP-MBD_Control	7	1	3	83.2973	96.113	-12.8157	12.8157	12.8157	0.0414
GFP-MBD_Control	7	1	4	74.6384	98.195	-23.5567	23.5567	23.5567	0.054
GFP-MBD_Control	7	1	5	42.8427	167.1906	-124.3479	124.3479	55.6521	0.1105
GFP-MBD_Control	7	1	6	49.1848	37.4145	11.7702	11.7702	11.7702	0.0928
GFP-MBD_Control	7	2	1	63.1411	169.0578	-105.9167	105.9167	74.0833	0.0522
GFP-MBD_Control	7	2	2	86.4106	45.8041	40.6065	40.6065	40.6065	0.0134
GFP-MBD_Control	7	2	3	50.5544	96.113	-45.5586	45.5586	45.5586	0.0144
GFP-MBD_Control	7	2	4	91.148	98.195	-7.047	7.047	7.047	0.0468
GFP-MBD_Control	7	2	5	39.3049	167.1906	-127.8856	127.8856	52.1144	0.1405
GFP-MBD_Control	7	2	6	50.3469	37.4145	12.9324	12.9324	12.9324	0.0778
GFP-MBD_Control	7	3	1	70.4219	169.0578	-98.6359	98.6359	81.3641	0.0502
GFP-MBD_Control	7	3	2	65.534	45.8041	19.7299	19.7299	19.7299	0.0248
GFP-MBD_Control	7	3	3	46.2209	96.113	-49.892	49.892	49.892	0.0778
GFP-MBD_Control	7	3	4	55.4058	98.195	-42.7892	42.7892	42.7892	0.0713
GFP-MBD_Control	7	3	5	36.2253	167.1906	-130.9653	130.9653	49.0347	0.1765
GFP-MBD_Control	7	3	6	43.256	37.4145	5.8414	5.8414	5.8414	0.1041
GFP-MBD_Control	7	4	1	48.5457	167.2456	-118.6999	118.6999	61.3001	0.0931
GFP-MBD_Control	7	4	2	50.8048	43.1912	7.6136	7.6136	7.6136	0.0285
GFP-MBD_Control	7	4	3	50.0485	96.2902	-46.2417	46.2417	46.2417	0.1072
GFP-MBD_Control	7	4	4	179.3025	98.195	81.1075	81.1075	81.1075	0.0203
GFP-MBD_Control	7	4	5	31.3258	167.1906	-135.8648	135.8648	44.1352	0.1395
GFP-MBD_Control	7	4	6	17.2345	40.8466	-23.6122	23.6122	23.6122	0.1006
GFP-MBD_Control	7	5	1	52.6326	167.2456	-114.613	114.613	65.387	0.0708
GFP-MBD_Control	7	5	2	43.0742	43.1912	-0.117	0.117	0.117	0.0567
GFP-MBD_Control	7	5	3	43.9095	95.8231	-51.9135	51.9135	51.9135	0.1491
GFP-MBD_Control	7	5	4	49.3771	98.216	-48.8389	48.8389	48.8389	0.036
GFP-MBD_Control	7	5	5	28.6095	169.9828	-141.3734	141.3734	38.6266	0.1052
GFP-MBD_Control	7	5	6	15.8952	45.5121	-29.6169	29.6169	29.6169	0.1496
GFP-MBD_Control	7	6	1	50.1474	166.9768	-116.8294	116.8294	63.1706	0.05
GFP-MBD_Control	7	6	2	18.9214	40.5854	-21.664	21.664	21.664	0.0656
GFP-MBD_Control	7	6	3	37.5559	95.9915	-58.4356	58.4356	58.4356	0.1826
GFP-MBD_Control	7	6	4	44.2517	98.216	-53.9643	53.9643	53.9643	0.0378
GFP-MBD_Control	7	6	5	9.4517	169.9828	-160.5311	160.5311	19.4689	0.1109
GFP-MBD_Control	7	6	6	18.7863	45.5121	-26.7258	26.7258	26.7258	0.1728
GFP-MBD_Control	7	7	1	37.4116	166.9768	-129.5652	129.5652	50.4348	0.0496
GFP-MBD_Control	7	7	2	22.7595	40.5854	-17.8259	17.8259	17.8259	0.0841
GFP-MBD_Control	7	7	3	32.3698	95.9915	-63.6216	63.6216	63.6216	0.1971
GFP-MBD_Control	7	7	4	44.066	98.216	-54.15	54.15	54.15	0.021
GFP-MBD_Control	7	7	5	3.8618	169.9828	-166.121	166.121	13.879	0.1074
GFP-MBD_Control	7	7	6	14.5482	45.5121	-30.9639	30.9639	30.9639	0.1847
GFP-MBD_Control	7	8	1	17.7446	166.9768	-149.2322	149.2322	30.7678	0.0849
GFP-MBD_Control	7	8	2	25.0109	40.5854	-15.5745	15.5745	15.5745	0.0601
GFP-MBD_Control	7	8	3	30.1774	95.9915	-65.814	65.814	65.814	0.1843
GFP-MBD_Control	7	8	4	33.5882	98.216	-64.6278	64.6278	64.6278	0.0744
GFP-MBD_Control	7	8	5	174.8835	169.9828	4.9006	4.9006	4.9006	0.083
GFP-MBD_Control	7	8	6	6.7447	45.5121	-38.7674	38.7674	38.7674	0.1782
GFP-MBD_Control	7	9	1	12.058	166.9768	-154.9188	154.9188	25.0812	0.1232
GFP-MBD_Control	7	9	2	18.8273	40.5854	-21.7581	21.7581	21.7581	0.1277
GFP-MBD_Control	7	9	3	31.7812	95.9915	-64.2103	64.2103	64.2103	0.1686
GFP-MBD_Control	7	9	4	44.1268	98.216	-54.0892	54.0892	54.0892	0.1213
GFP-MBD_Control	7	9	5	170.177	169.9828	0.1942	0.1942	0.1942	0.097
GFP-MBD_Control	7	9	6	3.6708	45.5121	-41.8413	41.8413	41.8413	0.1981
GFP-MBD_Control	7	10	1	2.4831	166.9768	-164.4937	164.4937	15.5063	0.1567
GFP-MBD_Control	7	10	2	4.5047	40.5854	-36.0807	36.0807	36.0807	0.1321
GFP-MBD_Control	7	10	3	24.3354	95.9915	-71.6561	71.6561	71.6561	0.1866
GFP-MBD_Control	7	10	4	39.7685	98.216	-58.4475	58.4475	58.4475	0.1521
GFP-MBD_Control	7	10	5	169.4097	169.9828	-0.5732	0.5732	0.5732	0.1412
GFP-MBD_Control	7	10	6	2.7564	45.5121	-42.7557	42.7557	42.7557	0.2087
GFP-MBD_Control	7	11	1	179.6753	166.9768	12.6985	12.6985	12.6985	0.1676
GFP-MBD_Control	7	11	2	173.2402	40.5854	132.6549	132.6549	47.3451	0.1667
GFP-MBD_Control	7	11	3	28.0168	95.9059	-67.8892	67.8892	67.8892	0.1828
GFP-MBD_Control	7	11	4	40.1901	98.216	-58.0259	58.0259	58.0259	0.197
GFP-MBD_Control	7	11	5	171.6932	169.4934	2.1998	2.1998	2.1998	0.1553
GFP-MBD_Control	7	11	6	178.2819	42.6088	135.6732	135.6732	44.3268	0.2405
GFP-MBD_Control	7	12	1	171.2221	166.9768	4.2454	4.2454	4.2454	0.1549
GFP-MBD_Control	7	12	2	172.0684	40.5854	131.4831	131.4831	48.5169	0.1867
GFP-MBD_Control	7	12	3	24.871	95.9033	-71.0324	71.0324	71.0324	0.1731
GFP-MBD_Control	7	12	4	35.8916	97.959	-62.0673	62.0673	62.0673	0.181
GFP-MBD_Control	7	12	5	165.1589	167.129	-1.9701	1.9701	1.9701	0.1659
GFP-MBD_Control	7	12	6	169.5817	36.3863	133.1953	133.1953	46.8047	0.2246
GFP-MBD_Control	7	13	1	170.0787	169.0024	1.0762	1.0762	1.0762	0.1568
GFP-MBD_Control	7	13	2	165.2219	41.8131	123.4088	123.4088	56.5912	0.172
GFP-MBD_Control	7	13	3	27.7913	96.501	-68.7097	68.7097	68.7097	0.2256
GFP-MBD_Control	7	13	4	31.5736	97.5731	-65.9995	65.9995	65.9995	0.2323
GFP-MBD_Control	7	13	5	161.4523	165.3288	-3.8764	3.8764	3.8764	0.1851
GFP-MBD_Control	7	13	6	166.9884	32.5607	134.4277	134.4277	45.5723	0.2443
GFP-MBD_Control	8	1	1	79.147	12.1606	66.9863	66.9863	66.9863	0.067
GFP-MBD_Control	8	1	2	18.3644	159.1159	-140.7515	140.7515	39.2485	0.1551
GFP-MBD_Control	8	1	3	146.7263	44.7474	101.9788	101.9788	78.0212	0.0912
GFP-MBD_Control	8	1	4	137.7788	109.183	28.5958	28.5958	28.5958	0.1846
GFP-MBD_Control	8	1	5	134.6235	90	44.6235	44.6235	44.6235	0.0306
GFP-MBD_Control	8	1	6	94.3384	73.7203	20.6181	20.6181	20.6181	0.0602
GFP-MBD_Control	8	1	7	140.8685	160.9754	-20.1069	20.1069	20.1069	0.2037
GFP-MBD_Control	8	1	8	132.187	1.4101	130.7769	130.7769	49.2231	0.1569
GFP-MBD_Control	8	2	1	59.8401	12.1606	47.6794	47.6794	47.6794	0.0617
GFP-MBD_Control	8	2	2	15.9451	159.1159	-143.1707	143.1707	36.8293	0.1455
GFP-MBD_Control	8	2	3	147.6809	44.7474	102.9335	102.9335	77.0665	0.0875
GFP-MBD_Control	8	2	4	132.3257	109.183	23.1427	23.1427	23.1427	0.2095
GFP-MBD_Control	8	2	5	127.0481	90	37.0481	37.0481	37.0481	0.0309
GFP-MBD_Control	8	2	6	88.9338	73.7203	15.2135	15.2135	15.2135	0.0301
GFP-MBD_Control	8	2	7	141.1971	160.9754	-19.7783	19.7783	19.7783	0.2059
GFP-MBD_Control	8	2	8	133.4962	1.4101	132.0861	132.0861	47.9139	0.1771
GFP-MBD_Control	8	3	1	71.9666	12.1606	59.806	59.806	59.806	0.0568
GFP-MBD_Control	8	3	2	13.0174	159.1159	-146.0985	146.0985	33.9015	0.1176
GFP-MBD_Control	8	3	3	146.2092	44.7474	101.4618	101.4618	78.5382	0.1112
GFP-MBD_Control	8	3	4	131.0035	109.183	21.8204	21.8204	21.8204	0.1966
GFP-MBD_Control	8	3	5	107.6521	90	17.6521	17.6521	17.6521	0.0433
GFP-MBD_Control	8	3	6	98.1794	73.7203	24.459	24.459	24.459	0.0514
GFP-MBD_Control	8	3	7	141.0225	160.9754	-19.9529	19.9529	19.9529	0.1864
GFP-MBD_Control	8	3	8	132.1379	1.4101	130.7278	130.7278	49.2722	0.187
GFP-MBD_Control	8	4	1	68.3153	12.1606	56.1546	56.1546	56.1546	0.0495
