Genotype/condition	Sample Number	Timepoint	CellNumber	FibrilTool Angle	Comparison Angle	Raw angle	Absolute angle	Acute absolute angle to ablation	Anisotropy
GFP-TUA6	2	10	1	27.9643	177.3074	-149.3431	149.3431	30.6569	0.0108
GFP-TUA6	2	10	2	156.5213	5.4065	151.1148	151.1148	28.8852	0.1219
GFP-TUA6	2	10	3	45.8612	71.2386	-25.3774	25.3774	25.3774	0.013
GFP-TUA6	2	10	4	140.3298	144.0002	-3.6704	3.6704	3.6704	0.0763
GFP-TUA6	2	10	5	145.9636	97.3316	48.632	48.632	48.632	0.0278
GFP-TUA6	2	10	6	160.9638	144.4775	16.4863	16.4863	16.4863	0.109
GFP-TUA6	2	10	7	152.7914	161.8289	-9.0375	9.0375	9.0375	0.1093
GFP-TUA6	2	10	8	26.8057	86.5397	-59.734	59.734	59.734	0.042
GFP-TUA6	2	10	9	129.6574	16.0938	113.5636	113.5636	66.4364	0.0751
GFP-TUA6	2	10	10	150.4378	153.6637	-3.2259	3.2259	3.2259	0.1587
GFP-TUA6	2	10	11	152.3366	166.7459	-14.4093	14.4093	14.4093	0.1418
GFP-TUA6	2	10	12	15.2278	80.7085	-65.4808	65.4808	65.4808	0.0486
GFP-TUA6	2	11	1	178.0028	177.3074	0.6954	0.6954	0.6954	0.0435
GFP-TUA6	2	11	2	152.3754	5.4065	146.9689	146.9689	33.0311	0.1204
GFP-TUA6	2	11	3	155.8748	71.2386	84.6361	84.6361	84.6361	0.0675
GFP-TUA6	2	11	4	133.7168	144.0002	-10.2834	10.2834	10.2834	0.0736
GFP-TUA6	2	11	5	26.4857	97.3316	-70.8459	70.8459	70.8459	0.0257
GFP-TUA6	2	11	6	148.0529	144.4775	3.5754	3.5754	3.5754	0.1066
GFP-TUA6	2	11	7	152.2497	161.8289	-9.5792	9.5792	9.5792	0.1292
GFP-TUA6	2	11	8	130.9181	86.5397	44.3784	44.3784	44.3784	0.0217
GFP-TUA6	2	11	9	142.2229	16.0938	126.1291	126.1291	53.8709	0.104
GFP-TUA6	2	11	10	145.6282	153.6637	-8.0355	8.0355	8.0355	0.1443
GFP-TUA6	2	11	11	148.2282	166.7459	-18.5178	18.5178	18.5178	0.1654
GFP-TUA6	2	11	12	18.2044	80.7085	-62.5041	62.5041	62.5041	0.0862
GFP-TUA6	2	12	1	168.6774	177.3074	-8.63	8.63	8.63	0.0617
GFP-TUA6	2	12	2	152.8134	5.4065	147.4069	147.4069	32.5931	0.1381
GFP-TUA6	2	12	3	157.5938	71.2386	86.3552	86.3552	86.3552	0.0349
GFP-TUA6	2	12	4	137.425	144.0002	-6.5752	6.5752	6.5752	0.09
GFP-TUA6	2	12	5	157.3842	97.3316	60.0526	60.0526	60.0526	0.0445
GFP-TUA6	2	12	6	146.1517	144.4775	1.6742	1.6742	1.6742	0.1464
GFP-TUA6	2	12	7	151.39	161.8289	-10.4389	10.4389	10.4389	0.1147
GFP-TUA6	2	12	8	139.0172	86.5397	52.4775	52.4775	52.4775	0.0147
GFP-TUA6	2	12	9	148.6439	16.0938	132.5501	132.5501	47.4499	0.0706
GFP-TUA6	2	12	10	149.1358	153.6637	-4.5279	4.5279	4.5279	0.1262
GFP-TUA6	2	12	11	149.0007	166.7459	-17.7452	17.7452	17.7452	0.1632
GFP-TUA6	2	12	12	15.7233	80.7085	-64.9852	64.9852	64.9852	0.0785
GFP-TUA6	2	13	1	157.6014	177.3074	-19.706	19.706	19.706	0.0931
GFP-TUA6	2	13	2	159.1223	5.4065	153.7158	153.7158	26.2842	0.1285
GFP-TUA6	2	13	3	162.8473	71.2386	91.6087	91.6087	88.3913	0.1009
GFP-TUA6	2	13	4	135.9696	144.0002	-8.0306	8.0306	8.0306	0.0766
GFP-TUA6	2	13	5	112.4275	97.3316	15.0959	15.0959	15.0959	0.0581
GFP-TUA6	2	13	6	140.5053	144.4775	-3.9722	3.9722	3.9722	0.1255
GFP-TUA6	2	13	7	157.8679	161.8289	-3.961	3.961	3.961	0.0976
GFP-TUA6	2	13	8	163.6753	84.8457	78.8296	78.8296	78.8296	0.0076
GFP-TUA6	2	13	9	139.0498	16.0938	122.956	122.956	57.044	0.0832
GFP-TUA6	2	13	10	144.4993	153.6637	-9.1644	9.1644	9.1644	0.1562
GFP-TUA6	2	13	11	146.5946	166.7459	-20.1513	20.1513	20.1513	0.1622
GFP-TUA6	2	13	12	19.8138	80.7085	-60.8948	60.8948	60.8948	0.1146
GFP-TUA6	3	1	1	55.8907	7.2475	48.6432	48.6432	48.6432	0.0741
GFP-TUA6	3	1	2	159.174	81.6034	77.5706	77.5706	77.5706	0.055
GFP-TUA6	3	1	3	171.959	174.5077	-2.5487	2.5487	2.5487	0.0084
GFP-TUA6	3	1	4	171.2391	172.7834	-1.5443	1.5443	1.5443	0.0247
GFP-TUA6	3	1	5	18.1638	175.7929	-157.6291	157.6291	22.3709	0.0336
GFP-TUA6	3	1	6	131.4748	140.9598	-9.485	9.485	9.485	0.1054
GFP-TUA6	3	1	7	144.8586	156.1064	-11.2479	11.2479	11.2479	0.0193
GFP-TUA6	3	1	8	178.3863	82.9351	95.4512	95.4512	84.5488	0.0481
GFP-TUA6	3	1	9	17.397	11.674	5.723	5.723	5.723	0.066
GFP-TUA6	3	1	10	92.9725	171.1822	-78.2098	78.2098	78.2098	0.0333
GFP-TUA6	3	1	11	40.3692	56.5911	-16.2219	16.2219	16.2219	0.1228
GFP-TUA6	3	1	12	104.3835	179.0841	-74.7006	74.7006	74.7006	0.0634
GFP-TUA6	3	1	13	51.3865	83.3348	-31.9483	31.9483	31.9483	0.0281
GFP-TUA6	3	1	14	50.3212	146.6237	-96.3024	96.3024	83.6976	0.1253
GFP-TUA6	3	2	1	52.6897	9.1382	43.5515	43.5515	43.5515	0.1468
GFP-TUA6	3	2	2	0.4514	81.6034	-81.1519	81.1519	81.1519	0.0441
GFP-TUA6	3	2	3	50.4351	173.9799	-123.5447	123.5447	56.4553	0.0768
GFP-TUA6	3	2	4	39.494	172.6674	-133.1735	133.1735	46.8265	0.0375
GFP-TUA6	3	2	5	58.1491	175.7929	-117.6438	117.6438	62.3562	0.1353
GFP-TUA6	3	2	6	96.6149	142.9361	-46.3211	46.3211	46.3211	0.1091
GFP-TUA6	3	2	7	98.2005	156.1064	-57.9059	57.9059	57.9059	0.0836
GFP-TUA6	3	2	8	0.4123	82.9351	-82.5228	82.5228	82.5228	0.0692
GFP-TUA6	3	2	9	35.3074	11.674	23.6334	23.6334	23.6334	0.1152
GFP-TUA6	3	2	10	84.5116	171.1822	-86.6707	86.6707	86.6707	0.0917
GFP-TUA6	3	2	11	50.7784	56.865	-6.0866	6.0866	6.0866	0.1371
GFP-TUA6	3	2	12	73.8827	179.0841	-105.2014	105.2014	74.7986	0.132
GFP-TUA6	3	2	13	63.0378	83.3348	-20.297	20.297	20.297	0.1264
GFP-TUA6	3	2	14	62.512	146.6237	-84.1116	84.1116	84.1116	0.1585
GFP-TUA6	3	3	1	52.4475	9.1382	43.3093	43.3093	43.3093	0.12
GFP-TUA6	3	3	2	13.903	80.9073	-67.0043	67.0043	67.0043	0.0448
GFP-TUA6	3	3	3	48.9814	173.9799	-124.9985	124.9985	55.0015	0.0723
GFP-TUA6	3	3	4	36.6737	172.6674	-135.9938	135.9938	44.0062	0.0167
GFP-TUA6	3	3	5	62.1474	175.7929	-113.6455	113.6455	66.3545	0.1298
GFP-TUA6	3	3	6	76.8865	142.9361	-66.0495	66.0495	66.0495	0.1106
GFP-TUA6	3	3	7	77.1233	156.1064	-78.9831	78.9831	78.9831	0.0764
GFP-TUA6	3	3	8	29.6632	82.9351	-53.2719	53.2719	53.2719	0.0745
GFP-TUA6	3	3	9	36.6131	11.674	24.9392	24.9392	24.9392	0.1428
GFP-TUA6	3	3	10	81.6457	171.1822	-89.5365	89.5365	89.5365	0.0878
GFP-TUA6	3	3	11	50.8549	56.865	-6.0101	6.0101	6.0101	0.1404
GFP-TUA6	3	3	12	65.2098	179.0841	-113.8743	113.8743	66.1257	0.1574
GFP-TUA6	3	3	13	67.7691	83.3348	-15.5657	15.5657	15.5657	0.1172
GFP-TUA6	3	3	14	61.7558	146.6237	-84.8679	84.8679	84.8679	0.1568
GFP-TUA6	3	4	1	53.4721	10.71	42.7621	42.7621	42.7621	0.1729
GFP-TUA6	3	4	2	108.8877	80.9073	27.9804	27.9804	27.9804	0.0229
GFP-TUA6	3	4	3	47.0909	173.9799	-126.8889	126.8889	53.1111	0.1345
GFP-TUA6	3	4	4	57.367	173.3358	-115.9687	115.9687	64.0313	0.0421
GFP-TUA6	3	4	5	61.2712	175.5235	-114.2523	114.2523	65.7477	0.0703
GFP-TUA6	3	4	6	56.1367	132.8975	-76.7608	76.7608	76.7608	0.083
GFP-TUA6	3	4	7	79.076	156.1064	-77.0304	77.0304	77.0304	0.1005
GFP-TUA6	3	4	8	21.4822	82.5254	-61.0432	61.0432	61.0432	0.0435
GFP-TUA6	3	4	9	42.8068	15.2652	27.5416	27.5416	27.5416	0.1281
GFP-TUA6	3	4	10	74.5042	171.0058	-96.5016	96.5016	83.4984	0.0801
GFP-TUA6	3	4	11	52.5831	55.771	-3.1879	3.1879	3.1879	0.0966
GFP-TUA6	3	4	12	66.4671	179.7725	-113.3055	113.3055	66.6945	0.121
GFP-TUA6	3	4	13	64.2472	83.3348	-19.0876	19.0876	19.0876	0.1095
GFP-TUA6	3	4	14	65.3995	147.5861	-82.1866	82.1866	82.1866	0.1274
GFP-TUA6	3	5	1	56.5371	10.71	45.8271	45.8271	45.8271	0.1477
GFP-TUA6	3	5	2	75.1358	80.9073	-5.7715	5.7715	5.7715	0.0799
GFP-TUA6	3	5	3	49.9092	173.9799	-124.0707	124.0707	55.9293	0.1
GFP-TUA6	3	5	4	59.4476	173.3358	-113.8881	113.8881	66.1119	0.0566
GFP-TUA6	3	5	5	64.0145	175.9742	-111.9597	111.9597	68.0403	0.154
GFP-TUA6	3	5	6	61.5661	129.9463	-68.3802	68.3802	68.3802	0.12
GFP-TUA6	3	5	7	79.6258	156.1064	-76.4807	76.4807	76.4807	0.1232
GFP-TUA6	3	5	8	78.14	83.2052	-5.0652	5.0652	5.0652	0.0206
GFP-TUA6	3	5	9	51.9623	16.9711	34.9912	34.9912	34.9912	0.1252
GFP-TUA6	3	5	10	68.5458	170.9704	-102.4246	102.4246	77.5754	0.0924
GFP-TUA6	3	5	11	65.2393	55.5252	9.7141	9.7141	9.7141	0.1373
GFP-TUA6	3	5	12	65.2929	1.248	64.0449	64.0449	64.0449	0.1094
GFP-TUA6	3	5	13	63.041	83.3348	-20.2938	20.2938	20.2938	0.1144
GFP-TUA6	3	5	14	72.5505	148.2574	-75.7069	75.7069	75.7069	0.136
GFP-TUA6	3	6	1	55.8975	10.71	45.1875	45.1875	45.1875	0.0796
GFP-TUA6	3	6	2	68.6383	80.9073	-12.269	12.269	12.269	0.0609
GFP-TUA6	3	6	3	50.5541	173.5964	-123.0424	123.0424	56.9576	0.1332
GFP-TUA6	3	6	4	57.7836	173.2457	-115.4621	115.4621	64.5379	0.0784
GFP-TUA6	3	6	5	59.8753	175.9742	-116.0989	116.0989	63.9011	0.0839
GFP-TUA6	3	6	6	58.0619	129.9463	-71.8844	71.8844	71.8844	0.1404
GFP-TUA6	3	6	7	84.5977	156.1064	-71.5087	71.5087	71.5087	0.12
GFP-TUA6	3	6	8	91.8782	83.2052	8.673	8.673	8.673	0.0474
GFP-TUA6	3	6	9	64.2468	16.9711	47.2757	47.2757	47.2757	0.1058
GFP-TUA6	3	6	10	71.3147	171.0071	-99.6924	99.6924	80.3076	0.0697
GFP-TUA6	3	6	11	67.2301	54.2501	12.98	12.98	12.98	0.0994
GFP-TUA6	3	6	12	66.4681	2.6107	63.8574	63.8574	63.8574	0.0968
GFP-TUA6	3	6	13	64.6699	83.3348	-18.6649	18.6649	18.6649	0.1819
GFP-TUA6	3	6	14	81.2693	148.7808	-67.5115	67.5115	67.5115	0.0948
GFP-TUA6	3	7	1	55.7572	10.71	45.0471	45.0471	45.0471	0.1018
GFP-TUA6	3	7	2	75.4907	80.9073	-5.4166	5.4166	5.4166	0.0813
GFP-TUA6	3	7	3	53.1152	173.5964	-120.4812	120.4812	59.5188	0.1207
GFP-TUA6	3	7	4	62.0608	173.2457	-111.1849	111.1849	68.8151	0.0938
GFP-TUA6	3	7	5	64.3815	175.9742	-111.5927	111.5927	68.4073	0.0592
GFP-TUA6	3	7	6	76.3105	127.6807	-51.3702	51.3702	51.3702	0.0513
GFP-TUA6	3	7	7	85.256	156.1064	-70.8504	70.8504	70.8504	0.0744
GFP-TUA6	3	7	8	106.3634	83.4475	22.916	22.916	22.916	0.0373
GFP-TUA6	3	7	9	60.7287	18.607	42.1216	42.1216	42.1216	0.1114
GFP-TUA6	3	7	10	90.0453	171.0071	-80.9618	80.9618	80.9618	0.026
GFP-TUA6	3	7	11	57.3798	54.2501	3.1297	3.1297	3.1297	0.081
GFP-TUA6	3	7	12	67.2796	2.6107	64.6689	64.6689	64.6689	0.0438
GFP-TUA6	3	7	13	63.9655	83.3348	-19.3693	19.3693	19.3693	0.113
GFP-TUA6	3	7	14	74.3344	148.7808	-74.4464	74.4464	74.4464	0.0745
GFP-TUA6	3	8	1	40.4744	10.71	29.7643	29.7643	29.7643	0.0557
GFP-TUA6	3	8	2	70.6444	80.9073	-10.2629	10.2629	10.2629	0.1001
GFP-TUA6	3	8	3	50.2771	173.5964	-123.3193	123.3193	56.6807	0.0869
GFP-TUA6	3	8	4	69.461	173.2457	-103.7847	103.7847	76.2153	0.069
GFP-TUA6	3	8	5	70.342	175.9742	-105.6322	105.6322	74.3678	0.0762
GFP-TUA6	3	8	6	63.8386	127.6807	-63.8421	63.8421	63.8421	0.0915
GFP-TUA6	3	8	7	86.392	156.1064	-69.7144	69.7144	69.7144	0.0538
GFP-TUA6	3	8	8	109.1118	83.4475	25.6644	25.6644	25.6644	0.0619
GFP-TUA6	3	8	9	58.0776	18.607	39.4705	39.4705	39.4705	0.0695
GFP-TUA6	3	8	10	109.5964	171.0071	-61.4107	61.4107	61.4107	0.0405
GFP-TUA6	3	8	11	63.3397	54.2501	9.0896	9.0896	9.0896	0.1147
GFP-TUA6	3	8	12	59.0896	2.6107	56.4789	56.4789	56.4789	0.0616
GFP-TUA6	3	8	13	65.3564	83.3348	-17.9784	17.9784	17.9784	0.1575
GFP-TUA6	3	8	14	77.4877	148.7808	-71.2931	71.2931	71.2931	0.0692
GFP-TUA6	3	9	1	10.5898	12.2069	-1.6171	1.6171	1.6171	0.0583
GFP-TUA6	3	9	2	77.4367	81.1406	-3.7039	3.7039	3.7039	0.0779
GFP-TUA6	3	9	3	36.0854	173.5964	-137.5111	137.5111	42.4889	0.0514
GFP-TUA6	3	9	4	54.9144	173.4925	-118.5781	118.5781	61.4219	0.0385
GFP-TUA6	3	9	5	76.3098	175.5773	-99.2675	99.2675	80.7325	0.0189
GFP-TUA6	3	9	6	74.5962	122.4384	-47.8422	47.8422	47.8422	0.0576
GFP-TUA6	3	9	7	104.4289	156.1064	-51.6775	51.6775	51.6775	0.0642
GFP-TUA6	3	9	8	93.1313	83.7536	9.3777	9.3777	9.3777	0.082
GFP-TUA6	3	9	9	52.288	19.692	32.596	32.596	32.596	0.0674
GFP-TUA6	3	9	10	119.6083	171.0071	-51.3988	51.3988	51.3988	0.0453
GFP-TUA6	3	9	11	53.6548	53.0111	0.6437	0.6437	0.6437	0.082
GFP-TUA6	3	9	12	53.1673	3.4485	49.7188	49.7188	49.7188	0.0492
GFP-TUA6	3	9	13	64.541	83.3348	-18.7938	18.7938	18.7938	0.0776
GFP-TUA6	3	9	14	75.3933	148.7808	-73.3875	73.3875	73.3875	0.081
GFP-TUA6	3	10	1	164.5986	12.2069	152.3917	152.3917	27.6083	0.0882
GFP-TUA6	3	10	2	80.933	81.1406	-0.2075	0.2075	0.2075	0.0609
GFP-TUA6	3	10	3	5.9253	173.5964	-167.6711	167.6711	12.3289	0.0641
GFP-TUA6	3	10	4	28.4398	173.4925	-145.0527	145.0527	34.9473	0.0162
GFP-TUA6	3	10	5	145.0543	175.5773	-30.523	30.523	30.523	0.0194
GFP-TUA6	3	10	6	97.7597	122.4384	-24.6787	24.6787	24.6787	0.0559
GFP-TUA6	3	10	7	116.0232	156.1064	-40.0832	40.0832	40.0832	0.0609
GFP-TUA6	3	10	8	74.7994	83.7536	-8.9542	8.9542	8.9542	0.0372
GFP-TUA6	3	10	9	29.8394	19.692	10.1474	10.1474	10.1474	0.0401
GFP-TUA6	3	10	10	137.7618	171.0071	-33.2453	33.2453	33.2453	0.1019
GFP-TUA6	3	10	11	48.1248	53.0111	-4.8863	4.8863	4.8863	0.1322
GFP-TUA6	3	10	12	21.1619	3.6758	17.4861	17.4861	17.4861	0.035
GFP-TUA6	3	10	13	68.8198	83.3348	-14.515	14.515	14.515	0.1141
GFP-TUA6	3	10	14	62.5446	148.7808	-86.2362	86.2362	86.2362	0.0607
GFP-TUA6	3	11	1	171.6662	12.2069	159.4593	159.4593	20.5407	0.1249
GFP-TUA6	3	11	2	107.6672	81.1406	26.5266	26.5266	26.5266	0.0188
GFP-TUA6	3	11	3	176.0954	173.5964	2.4989	2.4989	2.4989	0.0629
GFP-TUA6	3	11	4	160.057	173.984	-13.927	13.927	13.927	0.047
GFP-TUA6	3	11	5	135.8973	175.5773	-39.68	39.68	39.68	0.0552
GFP-TUA6	3	11	6	124.617	122.4384	2.1785	2.1785	2.1785	0.0556
GFP-TUA6	3	11	7	123.9545	156.1064	-32.1519	32.1519	32.1519	0.0989
GFP-TUA6	3	11	8	62.5626	83.7536	-21.191	21.191	21.191	0.0515
GFP-TUA6	3	11	9	28.4659	19.692	8.7739	8.7739	8.7739	0.0831
GFP-TUA6	3	11	10	143.4136	171.0071	-27.5935	27.5935	27.5935	0.1433
GFP-TUA6	3	11	11	43.8575	53.0111	-9.1536	9.1536	9.1536	0.0828
GFP-TUA6	3	11	12	171.8659	3.6758	168.1901	168.1901	11.8099	0.0781
GFP-TUA6	3	11	13	81.6988	83.3348	-1.636	1.636	1.636	0.0587
GFP-TUA6	3	11	14	29.8091	148.7808	-118.9718	118.9718	61.0282	0.0315
GFP-TUA6	3	12	1	169.8145	12.2069	157.6076	157.6076	22.3924	0.1136
GFP-TUA6	3	12	2	75.6799	80.1334	-4.4535	4.4535	4.4535	0.0289
GFP-TUA6	3	12	3	170.7429	173.5885	-2.8456	2.8456	2.8456	0.0901
GFP-TUA6	3	12	4	162.3726	173.984	-11.6113	11.6113	11.6113	0.0972
GFP-TUA6	3	12	5	145.0587	175.4093	-30.3506	30.3506	30.3506	0.1072
GFP-TUA6	3	12	6	129.8688	122.4384	7.4304	7.4304	7.4304	0.0755
GFP-TUA6	3	12	7	130.4328	156.1064	-25.6737	25.6737	25.6737	0.1296
GFP-TUA6	3	12	8	47.5197	83.7536	-36.2339	36.2339	36.2339	0.0675
GFP-TUA6	3	12	9	25.2981	19.692	5.6061	5.6061	5.6061	0.0903
GFP-TUA6	3	12	10	145.0935	171.0071	-25.9136	25.9136	25.9136	0.1328
GFP-TUA6	3	12	11	45.0467	53.0111	-7.9644	7.9644	7.9644	0.0872
GFP-TUA6	3	12	12	6.0721	3.6758	2.3963	2.3963	2.3963	0.1045
GFP-TUA6	3	12	13	102.9313	83.3348	19.5965	19.5965	19.5965	0.0452
GFP-TUA6	3	12	14	165.5439	148.7808	16.7631	16.7631	16.7631	0.0522
GFP-TUA6	3	13	1	0.9943	7.8386	-6.8443	6.8443	6.8443	0.0896
GFP-TUA6	3	13	2	162.8207	80.1334	82.6873	82.6873	82.6873	0.0242
GFP-TUA6	3	13	3	176.6839	173.5885	3.0954	3.0954	3.0954	0.0828
GFP-TUA6	3	13	4	162.9462	173.984	-11.0378	11.0378	11.0378	0.1026
GFP-TUA6	3	13	5	146.6029	175.4093	-28.8064	28.8064	28.8064	0.0978
GFP-TUA6	3	13	6	128.0911	122.1682	5.9229	5.9229	5.9229	0.0978
GFP-TUA6	3	13	7	134.0284	156.1064	-22.0781	22.0781	22.0781	0.1349
GFP-TUA6	3	13	8	54.7791	82.5734	-27.7943	27.7943	27.7943	0.0273
GFP-TUA6	3	13	9	16.2036	20.4351	-4.2315	4.2315	4.2315	0.095
GFP-TUA6	3	13	10	142.4738	171.0071	-28.5333	28.5333	28.5333	0.1107
GFP-TUA6	3	13	11	43.2929	53.0111	-9.7182	9.7182	9.7182	0.0484
GFP-TUA6	3	13	12	177.7777	3.6758	174.1019	174.1019	5.8981	0.0914
GFP-TUA6	3	13	13	116.4226	83.3348	33.0877	33.0877	33.0877	0.0583
GFP-TUA6	3	13	14	177.9526	148.7808	29.1718	29.1718	29.1718	0.087
GFP-TUA6	4	1	1	144.1215	170.7026	-26.5811	26.5811	26.5811	0.0348
GFP-TUA6	4	1	2	141.7304	142.6989	-0.9684	0.9684	0.9684	0.059
GFP-TUA6	4	1	3	35.3482	14.4309	20.9173	20.9173	20.9173	0.0539
GFP-TUA6	4	1	4	48.4464	92.7234	-44.277	44.277	44.277	0.0109
GFP-TUA6	4	1	5	42.0804	84.9119	-42.8315	42.8315	42.8315	0.1283
GFP-TUA6	4	1	6	23.6535	42.5804	-18.9269	18.9269	18.9269	0.0136
GFP-TUA6	4	1	7	112.2346	150.5123	-38.2777	38.2777	38.2777	0.0715
GFP-TUA6	4	1	8	162.5302	14.9307	147.5995	147.5995	32.4005	0.0208
GFP-TUA6	4	1	9	106.4803	156.2241	-49.7438	49.7438	49.7438	0.0198
GFP-TUA6	4	2	1	144.9811	170.7026	-25.7215	25.7215	25.7215	0.1549
GFP-TUA6	4	2	2	135.3464	142.6989	-7.3525	7.3525	7.3525	0.0947
GFP-TUA6	4	2	3	40.782	14.4309	26.3512	26.3512	26.3512	0.1611
GFP-TUA6	4	2	4	62.3984	92.7234	-30.325	30.325	30.325	0.1453
GFP-TUA6	4	2	5	63.795	84.9119	-21.1169	21.1169	21.1169	0.1051
GFP-TUA6	4	2	6	146.4226	42.5804	103.8423	103.8423	76.1577	0.1146
GFP-TUA6	4	2	7	132.6622	150.5123	-17.8501	17.8501	17.8501	0.0403
GFP-TUA6	4	2	8	3.0136	14.9307	-11.917	11.917	11.917	0.0815
GFP-TUA6	4	2	9	173.5672	156.2241	17.3431	17.3431	17.3431	0.1016
GFP-TUA6	4	3	1	137.7617	170.7026	-32.9409	32.9409	32.9409	0.1806
GFP-TUA6	4	3	2	123.644	142.6989	-19.0549	19.0549	19.0549	0.1638
GFP-TUA6	4	3	3	46.3423	14.4309	31.9114	31.9114	31.9114	0.2113
GFP-TUA6	4	3	4	65.8975	92.7234	-26.8259	26.8259	26.8259	0.1679
GFP-TUA6	4	3	5	92.6939	84.9119	7.782	7.782	7.782	0.157
GFP-TUA6	4	3	6	144.9053	42.5804	102.3249	102.3249	77.6751	0.0421
GFP-TUA6	4	3	7	110.1553	150.5123	-40.357	40.357	40.357	0.0888
GFP-TUA6	4	3	8	0.3009	14.9307	-14.6298	14.6298	14.6298	0.1059
GFP-TUA6	4	3	9	147.9056	156.2241	-8.3184	8.3184	8.3184	0.1836
GFP-TUA6	4	4	1	134.8356	170.7026	-35.867	35.867	35.867	0.1786
GFP-TUA6	4	4	2	121.5727	142.6989	-21.1262	21.1262	21.1262	0.1535
GFP-TUA6	4	4	3	48.1838	14.4309	33.753	33.753	33.753	0.199
GFP-TUA6	4	4	4	70.8118	92.7234	-21.9116	21.9116	21.9116	0.1973
GFP-TUA6	4	4	5	84.8777	84.9119	-0.03422	0.03422	0.03422	0.2065
GFP-TUA6	4	4	6	68.534	42.5804	25.9536	25.9536	25.9536	0.085
GFP-TUA6	4	4	7	112.2586	150.5123	-38.2537	38.2537	38.2537	0.1589
GFP-TUA6	4	4	8	13.8517	14.9307	-1.079	1.079	1.079	0.1168
GFP-TUA6	4	4	9	146.8878	156.2241	-9.3363	9.3363	9.3363	0.1739
GFP-TUA6	4	5	1	143.095	169.7653	-26.6703	26.6703	26.6703	0.1649
GFP-TUA6	4	5	2	115.74	142.6989	-26.9589	26.9589	26.9589	0.1358
GFP-TUA6	4	5	3	53.5683	14.2687	39.2996	39.2996	39.2996	0.1679
GFP-TUA6	4	5	4	92.8939	92.7234	0.1705	0.1705	0.1705	0.1716
GFP-TUA6	4	5	5	88.6707	84.5807	4.09	4.09	4.09	0.2226
GFP-TUA6	4	5	6	82.2411	42.5804	39.6607	39.6607	39.6607	0.1009
GFP-TUA6	4	5	7	118.5808	150.2077	-31.6269	31.6269	31.6269	0.1881
GFP-TUA6	4	5	8	19.8522	16.026	3.8262	3.8262	3.8262	0.1257
GFP-TUA6	4	5	9	143.6833	157.6943	-14.0111	14.0111	14.0111	0.1605
GFP-TUA6	4	6	1	157.632	169.7653	-12.1333	12.1333	12.1333	0.1273
GFP-TUA6	4	6	2	119.8035	142.6989	-22.8954	22.8954	22.8954	0.1256
GFP-TUA6	4	6	3	55.9573	14.2687	41.6886	41.6886	41.6886	0.1763
GFP-TUA6	4	6	4	101.021	92.7234	8.2976	8.2976	8.2976	0.0889
GFP-TUA6	4	6	5	88.8083	84.5807	4.2277	4.2277	4.2277	0.1839
GFP-TUA6	4	6	6	84.4946	42.5804	41.9142	41.9142	41.9142	0.1578
GFP-TUA6	4	6	7	123.8721	150.2077	-26.3356	26.3356	26.3356	0.1729
GFP-TUA6	4	6	8	20.9276	16.026	4.9016	4.9016	4.9016	0.1052
GFP-TUA6	4	6	9	136.3198	157.6943	-21.3746	21.3746	21.3746	0.1813
GFP-TUA6	4	7	1	159.47	169.7653	-10.2953	10.2953	10.2953	0.1418
GFP-TUA6	4	7	2	120.5059	142.6989	-22.193	22.193	22.193	0.1404
GFP-TUA6	4	7	3	54.6275	14.2687	40.3588	40.3588	40.3588	0.1509
GFP-TUA6	4	7	4	105.4473	92.7234	12.7239	12.7239	12.7239	0.1174
GFP-TUA6	4	7	5	93.6154	84.5807	9.0348	9.0348	9.0348	0.1786
GFP-TUA6	4	7	6	83.9588	42.5804	41.3784	41.3784	41.3784	0.1201
GFP-TUA6	4	7	7	121.7995	150.2077	-28.4082	28.4082	28.4082	0.139
GFP-TUA6	4	7	8	33.5424	16.026	17.5164	17.5164	17.5164	0.1326
GFP-TUA6	4	7	9	134.183	157.6943	-23.5113	23.5113	23.5113	0.176
GFP-TUA6	4	8	1	164.7366	169.7653	-5.0287	5.0287	5.0287	0.1255
GFP-TUA6	4	8	2	121.1542	142.6989	-21.5446	21.5446	21.5446	0.1244
GFP-TUA6	4	8	3	52.0159	14.2687	37.7472	37.7472	37.7472	0.1196
GFP-TUA6	4	8	4	104.6475	92.7234	11.9241	11.9241	11.9241	0.1327
GFP-TUA6	4	8	5	91.6681	84.5807	7.0874	7.0874	7.0874	0.1378
GFP-TUA6	4	8	6	80.5657	42.5804	37.9853	37.9853	37.9853	0.0871
GFP-TUA6	4	8	7	113.2527	150.2077	-36.955	36.955	36.955	0.1227
GFP-TUA6	4	8	8	41.947	16.026	25.921	25.921	25.921	0.1323
GFP-TUA6	4	8	9	119.4108	157.6943	-38.2835	38.2835	38.2835	0.1324
GFP-TUA6	4	9	1	165.2716	169.7653	-4.4937	4.4937	4.4937	0.1342
GFP-TUA6	4	9	2	113.3209	142.6989	-29.3779	29.3779	29.3779	0.0836
GFP-TUA6	4	9	3	53.0528	14.2687	38.7841	38.7841	38.7841	0.1229
GFP-TUA6	4	9	4	105.507	92.7234	12.7836	12.7836	12.7836	0.1243
GFP-TUA6	4	9	5	93.2825	84.5807	8.7018	8.7018	8.7018	0.1278
GFP-TUA6	4	9	6	72.032	42.5804	29.4516	29.4516	29.4516	0.0859
GFP-TUA6	4	9	7	121.6783	150.2077	-28.5294	28.5294	28.5294	0.093
