Genotype/condition	Sample Number	Timepoint	CellNumber	FibrilTool Angle	Comparison Angle	Raw angle	Absolute angle	Acute absolute angle to ablation	Anisotropy
bot1-7_GFP-MBD_ctrl	2	2	2	92.4167	178.0725	-85.6559	85.6559	85.6559	0.0454
bot1-7_GFP-MBD_ctrl	2	2	3	57.7849	119.0099	-61.225	61.225	61.225	0.0809
bot1-7_GFP-MBD_ctrl	2	2	4	113.2306	87.5644	25.6662	25.6662	25.6662	0.0848
bot1-7_GFP-MBD_ctrl	2	2	5	125.7192	87.6365	38.0827	38.0827	38.0827	0.0499
bot1-7_GFP-MBD_ctrl	2	2	6	158.1033	163.561	-5.4577	5.4577	5.4577	0.0642
bot1-7_GFP-MBD_ctrl	2	2	7	61.9658	178.4386	-116.4728	116.4728	63.5272	0.034
bot1-7_GFP-MBD_ctrl	2	2	8	82.6186	29.1778	53.4408	53.4408	53.4408	0.01
bot1-7_GFP-MBD_ctrl	2	3	1	127.0716	14.3566	112.715	112.715	67.285	0.0604
bot1-7_GFP-MBD_ctrl	2	3	2	109.6117	178.0725	-68.4609	68.4609	68.4609	0.0573
bot1-7_GFP-MBD_ctrl	2	3	3	59.0334	119.0099	-59.9765	59.9765	59.9765	0.1003
bot1-7_GFP-MBD_ctrl	2	3	4	115.9886	87.5644	28.4242	28.4242	28.4242	0.0839
bot1-7_GFP-MBD_ctrl	2	3	5	125.2754	87.6365	37.6389	37.6389	37.6389	0.0291
bot1-7_GFP-MBD_ctrl	2	3	6	141.0964	163.561	-22.4646	22.4646	22.4646	0.0404
bot1-7_GFP-MBD_ctrl	2	3	7	91.593	178.4386	-86.8456	86.8456	86.8456	0.0141
bot1-7_GFP-MBD_ctrl	2	3	8	121.3044	29.1778	92.1265	92.1265	87.8735	0.0367
bot1-7_GFP-MBD_ctrl	2	4	1	132.7709	14.3566	118.4142	118.4142	61.5858	0.0277
bot1-7_GFP-MBD_ctrl	2	4	2	106.9448	178.0725	-71.1277	71.1277	71.1277	0.0433
bot1-7_GFP-MBD_ctrl	2	4	3	62.5826	119.0099	-56.4274	56.4274	56.4274	0.087
bot1-7_GFP-MBD_ctrl	2	4	4	116.6575	87.5644	29.0931	29.0931	29.0931	0.0723
bot1-7_GFP-MBD_ctrl	2	4	5	138.1209	87.6365	50.4843	50.4843	50.4843	0.0815
bot1-7_GFP-MBD_ctrl	2	4	6	150.9779	163.561	-12.5831	12.5831	12.5831	0.0378
bot1-7_GFP-MBD_ctrl	2	4	7	130.5988	178.4386	-47.8398	47.8398	47.8398	0.0328
bot1-7_GFP-MBD_ctrl	2	4	8	128.5875	29.1778	99.4097	99.4097	80.5903	0.015
bot1-7_GFP-MBD_ctrl	2	5	1	121.7223	14.3566	107.3656	107.3656	72.6344	0.0363
bot1-7_GFP-MBD_ctrl	2	5	2	112.5784	178.0725	-65.4941	65.4941	65.4941	0.0486
bot1-7_GFP-MBD_ctrl	2	5	3	59.2456	119.0099	-59.7644	59.7644	59.7644	0.0926
bot1-7_GFP-MBD_ctrl	2	5	4	105.2207	87.5644	17.6563	17.6563	17.6563	0.0902
bot1-7_GFP-MBD_ctrl	2	5	5	137.9303	87.6365	50.2938	50.2938	50.2938	0.068
bot1-7_GFP-MBD_ctrl	2	5	6	150.0989	163.561	-13.4621	13.4621	13.4621	0.0633
bot1-7_GFP-MBD_ctrl	2	5	7	132.5693	178.4386	-45.8693	45.8693	45.8693	0.0377
bot1-7_GFP-MBD_ctrl	2	5	8	130.5728	29.1778	101.395	101.395	78.605	0.0366
bot1-7_GFP-MBD_ctrl	2	6	1	120.3701	14.3566	106.0135	106.0135	73.9865	0.0509
bot1-7_GFP-MBD_ctrl	2	6	2	110.0718	178.0725	-68.0008	68.0008	68.0008	0.0431
bot1-7_GFP-MBD_ctrl	2	6	3	71.6961	119.0099	-47.3139	47.3139	47.3139	0.0779
bot1-7_GFP-MBD_ctrl	2	6	4	108.0833	87.5644	20.5189	20.5189	20.5189	0.0571
bot1-7_GFP-MBD_ctrl	2	6	5	133.9093	87.6365	46.2727	46.2727	46.2727	0.0813
bot1-7_GFP-MBD_ctrl	2	6	6	155.5381	163.561	-8.0229	8.0229	8.0229	0.073
bot1-7_GFP-MBD_ctrl	2	6	7	136.3207	178.4386	-42.1179	42.1179	42.1179	0.0296
bot1-7_GFP-MBD_ctrl	2	6	8	128.5446	29.1778	99.3667	99.3667	80.6333	0.0427
bot1-7_GFP-MBD_ctrl	2	7	1	117.3434	14.3566	102.9868	102.9868	77.0132	0.046
bot1-7_GFP-MBD_ctrl	2	7	2	101.3564	178.0725	-76.7161	76.7161	76.7161	0.0403
bot1-7_GFP-MBD_ctrl	2	7	3	66.0841	119.0099	-52.9258	52.9258	52.9258	0.0808
bot1-7_GFP-MBD_ctrl	2	7	4	109.6239	87.5644	22.0595	22.0595	22.0595	0.0933
bot1-7_GFP-MBD_ctrl	2	7	5	139.5002	87.6365	51.8637	51.8637	51.8637	0.0318
bot1-7_GFP-MBD_ctrl	2	7	6	155.6157	163.561	-7.9453	7.9453	7.9453	0.0533
bot1-7_GFP-MBD_ctrl	2	7	7	138.2786	178.4386	-40.1601	40.1601	40.1601	0.0524
bot1-7_GFP-MBD_ctrl	2	7	8	158.1931	29.1778	129.0152	129.0152	50.9848	0.0118
bot1-7_GFP-MBD_ctrl	2	8	1	122.0605	14.3566	107.7038	107.7038	72.2962	0.0605
bot1-7_GFP-MBD_ctrl	2	8	2	100.6146	178.0725	-77.4579	77.4579	77.4579	0.0441
bot1-7_GFP-MBD_ctrl	2	8	3	78.603	117.8685	-39.2655	39.2655	39.2655	0.0624
bot1-7_GFP-MBD_ctrl	2	8	4	112.6928	87.4179	25.275	25.275	25.275	0.0893
bot1-7_GFP-MBD_ctrl	2	8	5	142.3238	87.4947	54.829	54.829	54.829	0.0369
bot1-7_GFP-MBD_ctrl	2	8	6	168.8559	161.5322	7.3237	7.3237	7.3237	0.0346
bot1-7_GFP-MBD_ctrl	2	8	7	125.566	178.4386	-52.8727	52.8727	52.8727	0.0638
bot1-7_GFP-MBD_ctrl	2	8	8	122.2452	29.1778	93.0673	93.0673	86.9327	0.0278
bot1-7_GFP-MBD_ctrl	2	9	1	112.5005	14.3566	98.1438	98.1438	81.8562	0.0635
bot1-7_GFP-MBD_ctrl	2	9	2	88.0816	178.0725	-89.991	89.991	89.991	0.0334
bot1-7_GFP-MBD_ctrl	2	9	3	91.0245	117.8685	-26.844	26.844	26.844	0.0549
bot1-7_GFP-MBD_ctrl	2	9	4	112.0821	87.4179	24.6643	24.6643	24.6643	0.0832
bot1-7_GFP-MBD_ctrl	2	9	5	136.4236	87.4947	48.9288	48.9288	48.9288	0.0397
bot1-7_GFP-MBD_ctrl	2	9	6	149.7842	161.5322	-11.7479	11.7479	11.7479	0.0921
bot1-7_GFP-MBD_ctrl	2	9	7	111.0173	178.4386	-67.4213	67.4213	67.4213	0.0496
bot1-7_GFP-MBD_ctrl	2	9	8	131.8739	29.1778	102.6961	102.6961	77.3039	0.0287
bot1-7_GFP-MBD_ctrl	2	10	1	107.0781	14.3566	92.7215	92.7215	87.2785	0.0638
bot1-7_GFP-MBD_ctrl	2	10	2	117.3383	178.0725	-60.7342	60.7342	60.7342	0.0301
bot1-7_GFP-MBD_ctrl	2	10	3	94.404	117.8685	-23.4645	23.4645	23.4645	0.0695
bot1-7_GFP-MBD_ctrl	2	10	4	120.7601	87.4179	33.3422	33.3422	33.3422	0.0943
bot1-7_GFP-MBD_ctrl	2	10	5	82.0611	87.4947	-5.4336	5.4336	5.4336	0.0162
bot1-7_GFP-MBD_ctrl	2	10	6	143.1565	161.5322	-18.3756	18.3756	18.3756	0.0685
bot1-7_GFP-MBD_ctrl	2	10	7	121.9977	178.4386	-56.441	56.441	56.441	0.0551
bot1-7_GFP-MBD_ctrl	2	10	8	104.0711	29.1778	74.8933	74.8933	74.8933	0.0232
bot1-7_GFP-MBD_ctrl	2	11	1	106.5249	14.3566	92.1683	92.1683	87.8317	0.0505
bot1-7_GFP-MBD_ctrl	2	11	2	99.8507	178.0725	-78.2218	78.2218	78.2218	0.0298
bot1-7_GFP-MBD_ctrl	2	11	3	104.2808	117.8685	-13.5877	13.5877	13.5877	0.0454
bot1-7_GFP-MBD_ctrl	2	11	4	111.2155	87.4179	23.7977	23.7977	23.7977	0.0988
bot1-7_GFP-MBD_ctrl	2	11	5	119.574	87.4947	32.0793	32.0793	32.0793	0.0646
bot1-7_GFP-MBD_ctrl	2	11	6	140.5909	161.5322	-20.9413	20.9413	20.9413	0.0805
bot1-7_GFP-MBD_ctrl	2	11	7	121.9773	178.4386	-56.4613	56.4613	56.4613	0.046
bot1-7_GFP-MBD_ctrl	2	11	8	104.7867	29.1778	75.6088	75.6088	75.6088	0.0451
bot1-7_GFP-MBD_ctrl	2	12	1	109.7009	14.3566	95.3443	95.3443	84.6557	0.062
bot1-7_GFP-MBD_ctrl	2	12	2	99.9573	178.0725	-78.1152	78.1152	78.1152	0.0288
bot1-7_GFP-MBD_ctrl	2	12	3	105.7168	117.8685	-12.1517	12.1517	12.1517	0.0401
bot1-7_GFP-MBD_ctrl	2	12	4	111.9067	87.4179	24.4889	24.4889	24.4889	0.1003
bot1-7_GFP-MBD_ctrl	2	12	5	111.727	87.4947	24.2323	24.2323	24.2323	0.0535
bot1-7_GFP-MBD_ctrl	2	12	6	144.1174	161.5322	-17.4148	17.4148	17.4148	0.0778
bot1-7_GFP-MBD_ctrl	2	12	7	133.1449	178.4386	-45.2937	45.2937	45.2937	0.0452
bot1-7_GFP-MBD_ctrl	2	12	8	62.3946	29.1778	33.2167	33.2167	33.2167	0.0272
bot1-7_GFP-MBD_ctrl	2	13	1	102.127	14.3566	87.7704	87.7704	87.7704	0.0485
bot1-7_GFP-MBD_ctrl	2	13	2	73.4212	178.0725	-104.6514	104.6514	75.3486	0.0447
bot1-7_GFP-MBD_ctrl	2	13	3	95.79	117.8685	-22.0785	22.0785	22.0785	0.0676
bot1-7_GFP-MBD_ctrl	2	13	4	121.236	87.4179	33.8182	33.8182	33.8182	0.0852
bot1-7_GFP-MBD_ctrl	2	13	5	109.996	87.4947	22.5013	22.5013	22.5013	0.075
bot1-7_GFP-MBD_ctrl	2	13	6	134.3832	161.5322	-27.149	27.149	27.149	0.0723
bot1-7_GFP-MBD_ctrl	2	13	7	134.4566	178.9212	-44.4647	44.4647	44.4647	0.0423
bot1-7_GFP-MBD_ctrl	2	13	8	60.2019	29.1778	31.024	31.024	31.024	0.0328
bot1-7_GFP-MBD_ctrl	3	1	1	104.6689	174.2927	-69.6238	69.6238	69.6238	0.0209
bot1-7_GFP-MBD_ctrl	3	1	2	138.064	126.1388	11.9253	11.9253	11.9253	0.0347
bot1-7_GFP-MBD_ctrl	3	1	3	71.7975	91.1198	-19.3222	19.3222	19.3222	0.0131
bot1-7_GFP-MBD_ctrl	3	1	4	50.92	76.8454	-25.9254	25.9254	25.9254	0.0093
bot1-7_GFP-MBD_ctrl	3	1	5	123.0344	178.2645	-55.2301	55.2301	55.2301	0.0504
bot1-7_GFP-MBD_ctrl	3	2	1	77.6683	174.2927	-96.6243	96.6243	83.3757	0.0164
bot1-7_GFP-MBD_ctrl	3	2	2	124.5597	126.1388	-1.579	1.579	1.579	0.0352
bot1-7_GFP-MBD_ctrl	3	2	3	100.234	90.949	9.285	9.285	9.285	0.0207
bot1-7_GFP-MBD_ctrl	3	2	4	29.1935	76.8454	-47.6519	47.6519	47.6519	0.0032
bot1-7_GFP-MBD_ctrl	3	2	5	128.2066	178.2645	-50.0579	50.0579	50.0579	0.0388
bot1-7_GFP-MBD_ctrl	3	3	1	94.9931	174.2927	-79.2996	79.2996	79.2996	0.0204
bot1-7_GFP-MBD_ctrl	3	3	2	3.1787	126.1388	-122.9601	122.9601	57.0399	0.0267
bot1-7_GFP-MBD_ctrl	3	3	3	114.6428	90.949	23.6938	23.6938	23.6938	0.0105
bot1-7_GFP-MBD_ctrl	3	3	4	68.1493	76.8454	-8.696	8.696	8.696	0.0404
bot1-7_GFP-MBD_ctrl	3	3	5	137.7568	178.2645	-40.5078	40.5078	40.5078	0.0275
bot1-7_GFP-MBD_ctrl	3	4	1	81.9842	174.2927	-92.3084	92.3084	87.6916	0.0261
bot1-7_GFP-MBD_ctrl	3	4	2	176.3326	126.1388	50.1938	50.1938	50.1938	0.0416
bot1-7_GFP-MBD_ctrl	3	4	3	137.2486	90.949	46.2996	46.2996	46.2996	0.0333
bot1-7_GFP-MBD_ctrl	3	4	4	19.156	76.8454	-57.6894	57.6894	57.6894	0.0344
bot1-7_GFP-MBD_ctrl	3	4	5	131.4416	178.2645	-46.8229	46.8229	46.8229	0.0321
bot1-7_GFP-MBD_ctrl	3	5	1	110.7349	174.2927	-63.5578	63.5578	63.5578	0.0167
bot1-7_GFP-MBD_ctrl	3	5	2	179.6496	126.1388	53.5108	53.5108	53.5108	0.0281
bot1-7_GFP-MBD_ctrl	3	5	3	145.41	90.949	54.4609	54.4609	54.4609	0.051
bot1-7_GFP-MBD_ctrl	3	5	4	161.906	76.8454	85.0606	85.0606	85.0606	0.0137
bot1-7_GFP-MBD_ctrl	3	5	5	146.4659	178.2645	-31.7986	31.7986	31.7986	0.0408
bot1-7_GFP-MBD_ctrl	3	6	1	11.042	174.2927	-163.2507	163.2507	16.7493	0.0318
bot1-7_GFP-MBD_ctrl	3	6	2	20.3211	126.1388	-105.8177	105.8177	74.1823	0.0282
bot1-7_GFP-MBD_ctrl	3	6	3	68.6889	90.949	-22.2601	22.2601	22.2601	0.009
bot1-7_GFP-MBD_ctrl	3	6	4	2.737	76.8454	-74.1083	74.1083	74.1083	0.0316
bot1-7_GFP-MBD_ctrl	3	6	5	138.1571	178.2645	-40.1074	40.1074	40.1074	0.059
bot1-7_GFP-MBD_ctrl	3	7	1	35.2175	174.2927	-139.0752	139.0752	40.9248	0.0058
bot1-7_GFP-MBD_ctrl	3	7	2	177.9949	126.1388	51.8561	51.8561	51.8561	0.0435
bot1-7_GFP-MBD_ctrl	3	7	3	147.6237	90.949	56.6747	56.6747	56.6747	0.0293
bot1-7_GFP-MBD_ctrl	3	7	4	6.0235	76.8454	-70.8218	70.8218	70.8218	0.0208
bot1-7_GFP-MBD_ctrl	3	7	5	141.5783	178.2645	-36.6862	36.6862	36.6862	0.0436
bot1-7_GFP-MBD_ctrl	3	8	1	20.2925	174.2927	-154.0002	154.0002	25.9998	0.04
bot1-7_GFP-MBD_ctrl	3	8	2	12.8114	126.1388	-113.3273	113.3273	66.6727	0.0568
bot1-7_GFP-MBD_ctrl	3	8	3	152.8562	90.949	61.9072	61.9072	61.9072	0.0534
bot1-7_GFP-MBD_ctrl	3	8	4	36.8308	76.8454	-40.0146	40.0146	40.0146	0.0382
bot1-7_GFP-MBD_ctrl	3	8	5	154.7539	178.2645	-23.5106	23.5106	23.5106	0.0449
bot1-7_GFP-MBD_ctrl	3	9	1	15.4696	174.2927	-158.8231	158.8231	21.1769	0.0415
bot1-7_GFP-MBD_ctrl	3	9	2	32.4804	126.1388	-93.6584	93.6584	86.3416	0.0524
bot1-7_GFP-MBD_ctrl	3	9	3	149.6238	90.949	58.6748	58.6748	58.6748	0.0064
bot1-7_GFP-MBD_ctrl	3	9	4	5.2971	76.8454	-71.5482	71.5482	71.5482	0.0384
bot1-7_GFP-MBD_ctrl	3	9	5	153.5903	178.2645	-24.6742	24.6742	24.6742	0.048
bot1-7_GFP-MBD_ctrl	3	10	1	9.5439	174.2927	-164.7488	164.7488	15.2512	0.0429
bot1-7_GFP-MBD_ctrl	3	10	2	10.2937	126.1388	-115.845	115.845	64.155	0.0481
bot1-7_GFP-MBD_ctrl	3	10	3	150.8327	90.949	59.8836	59.8836	59.8836	0.0579
bot1-7_GFP-MBD_ctrl	3	10	4	15.1386	76.8454	-61.7067	61.7067	61.7067	0.065
bot1-7_GFP-MBD_ctrl	3	10	5	171.2016	178.2645	-7.0629	7.0629	7.0629	0.0361
bot1-7_GFP-MBD_ctrl	3	11	1	10.0861	174.2927	-164.2066	164.2066	15.7934	0.0479
bot1-7_GFP-MBD_ctrl	3	11	2	0.2032	126.1388	-125.9356	125.9356	54.0644	0.0274
bot1-7_GFP-MBD_ctrl	3	11	3	147.9178	90.949	56.9688	56.9688	56.9688	0.0459
bot1-7_GFP-MBD_ctrl	3	11	4	11.5488	76.8454	-65.2965	65.2965	65.2965	0.0429
bot1-7_GFP-MBD_ctrl	3	11	5	160.2505	178.2645	-18.014	18.014	18.014	0.0966
bot1-7_GFP-MBD_ctrl	3	12	1	177.5224	174.2927	3.2297	3.2297	3.2297	0.0478
bot1-7_GFP-MBD_ctrl	3	12	2	2.3126	126.1388	-123.8262	123.8262	56.1738	0.0497
bot1-7_GFP-MBD_ctrl	3	12	3	160.6007	90.949	69.6517	69.6517	69.6517	0.033
bot1-7_GFP-MBD_ctrl	3	12	4	11.1716	76.8454	-65.6738	65.6738	65.6738	0.054
bot1-7_GFP-MBD_ctrl	3	12	5	161.2582	178.2645	-17.0063	17.0063	17.0063	0.095
bot1-7_GFP-MBD_ctrl	3	13	1	11.9293	174.2927	-162.3634	162.3634	17.6366	0.0226
bot1-7_GFP-MBD_ctrl	3	13	2	9.5055	126.1388	-116.6333	116.6333	63.3667	0.0257
bot1-7_GFP-MBD_ctrl	3	13	3	142.3684	90.949	51.4194	51.4194	51.4194	0.0526
bot1-7_GFP-MBD_ctrl	3	13	4	167.387	76.8454	90.5417	90.5417	89.4583	0.0531
bot1-7_GFP-MBD_ctrl	3	13	5	158.6998	178.2645	-19.5647	19.5647	19.5647	0.0664
bot1-7_GFP-MBD_ctrl	3	1	1	128.8919	163.4387	-34.5468	34.5468	34.5468	0.0786
bot1-7_GFP-MBD_ctrl	3	1	2	140.906	3.0043	137.9017	137.9017	42.0983	0.0464
bot1-7_GFP-MBD_ctrl	3	1	3	142.2232	77.9995	64.2237	64.2237	64.2237	0.048
bot1-7_GFP-MBD_ctrl	3	1	4	135.5758	85.5942	49.9816	49.9816	49.9816	0.0174
bot1-7_GFP-MBD_ctrl	3	1	5	121.6672	130.1719	-8.5046	8.5046	8.5046	0.0519
bot1-7_GFP-MBD_ctrl	3	1	6	88.9692	31.2463	57.7229	57.7229	57.7229	0.0484
bot1-7_GFP-MBD_ctrl	3	1	7	124.5392	175.1186	-50.5794	50.5794	50.5794	0.0576
bot1-7_GFP-MBD_ctrl	3	2	1	129.8891	163.4387	-33.5497	33.5497	33.5497	0.0823
bot1-7_GFP-MBD_ctrl	3	2	2	136.0363	3.0043	133.032	133.032	46.968	0.0324
bot1-7_GFP-MBD_ctrl	3	2	3	126.4334	77.9995	48.4339	48.4339	48.4339	0.0435
bot1-7_GFP-MBD_ctrl	3	2	4	113.2677	85.5942	27.6735	27.6735	27.6735	0.0692
bot1-7_GFP-MBD_ctrl	3	2	5	103.4056	130.1719	-26.7663	26.7663	26.7663	0.007
bot1-7_GFP-MBD_ctrl	3	2	6	72.0348	33.8674	38.1674	38.1674	38.1674	0.022
bot1-7_GFP-MBD_ctrl	3	2	7	116.2509	174.9772	-58.7263	58.7263	58.7263	0.0158
bot1-7_GFP-MBD_ctrl	3	3	1	113.2286	163.4387	-50.2101	50.2101	50.2101	0.0468
bot1-7_GFP-MBD_ctrl	3	3	2	165.4754	3.0043	162.4711	162.4711	17.5289	0.0329
bot1-7_GFP-MBD_ctrl	3	3	3	113.8306	77.9995	35.8311	35.8311	35.8311	0.0451
bot1-7_GFP-MBD_ctrl	3	3	4	117.6807	85.5942	32.0865	32.0865	32.0865	0.0658
bot1-7_GFP-MBD_ctrl	3	3	5	145.6278	130.1719	15.4559	15.4559	15.4559	0.0351
bot1-7_GFP-MBD_ctrl	3	3	6	87.4012	33.8674	53.5338	53.5338	53.5338	0.004
bot1-7_GFP-MBD_ctrl	3	3	7	116.8344	174.9772	-58.1427	58.1427	58.1427	0.0396
bot1-7_GFP-MBD_ctrl	3	4	1	127.4549	163.4387	-35.9838	35.9838	35.9838	0.0647
bot1-7_GFP-MBD_ctrl	3	4	2	173.0546	3.0043	170.0503	170.0503	9.9497	0.0245
bot1-7_GFP-MBD_ctrl	3	4	3	102.9595	77.9995	24.96	24.96	24.96	0.0327
bot1-7_GFP-MBD_ctrl	3	4	4	112.8207	85.5942	27.2265	27.2265	27.2265	0.089
bot1-7_GFP-MBD_ctrl	3	4	5	171.0828	130.1719	40.9109	40.9109	40.9109	0.0095
bot1-7_GFP-MBD_ctrl	3	4	6	90.9937	33.8674	57.1263	57.1263	57.1263	0.01
bot1-7_GFP-MBD_ctrl	3	4	7	135.7331	174.9772	-39.2441	39.2441	39.2441	0.0352
bot1-7_GFP-MBD_ctrl	3	5	1	123.762	163.4387	-39.6767	39.6767	39.6767	0.0665
bot1-7_GFP-MBD_ctrl	3	5	2	174.5053	3.0043	171.501	171.501	8.499	0.042
bot1-7_GFP-MBD_ctrl	3	5	3	105.4175	77.9995	27.418	27.418	27.418	0.0246
bot1-7_GFP-MBD_ctrl	3	5	4	123.8843	85.5942	38.29	38.29	38.29	0.0741
bot1-7_GFP-MBD_ctrl	3	5	5	172.8263	130.1719	42.6544	42.6544	42.6544	0.0438
bot1-7_GFP-MBD_ctrl	3	5	6	157.3214	33.8674	123.454	123.454	56.546	0.0227
bot1-7_GFP-MBD_ctrl	3	5	7	1.3467	174.9772	-173.6304	173.6304	6.3696	0.0066
bot1-7_GFP-MBD_ctrl	3	6	1	111.7296	163.4387	-51.7091	51.7091	51.7091	0.0587
bot1-7_GFP-MBD_ctrl	3	6	2	168.0722	3.0043	165.0679	165.0679	14.9321	0.04
bot1-7_GFP-MBD_ctrl	3	6	3	113.7971	77.9995	35.7976	35.7976	35.7976	0.0269
bot1-7_GFP-MBD_ctrl	3	6	4	119.1275	85.5942	33.5333	33.5333	33.5333	0.0713
bot1-7_GFP-MBD_ctrl	3	6	5	157.3124	130.1719	27.1405	27.1405	27.1405	0.0306
bot1-7_GFP-MBD_ctrl	3	6	6	36.0787	33.8674	2.2113	2.2113	2.2113	0.013
bot1-7_GFP-MBD_ctrl	3	6	7	85.6466	174.9772	-89.3306	89.3306	89.3306	0.0137
bot1-7_GFP-MBD_ctrl	3	7	1	122.0426	163.4387	-41.3961	41.3961	41.3961	0.064
bot1-7_GFP-MBD_ctrl	3	7	2	178.548	3.0043	175.5437	175.5437	4.4563	0.0602
bot1-7_GFP-MBD_ctrl	3	7	3	108.5502	77.9995	30.5507	30.5507	30.5507	0.0433
bot1-7_GFP-MBD_ctrl	3	7	4	124.4474	85.5942	38.8532	38.8532	38.8532	0.0544
bot1-7_GFP-MBD_ctrl	3	7	5	144.9479	130.1719	14.7761	14.7761	14.7761	0.0283
bot1-7_GFP-MBD_ctrl	3	7	6	137.8438	33.8674	103.9764	103.9764	76.0236	0.0229
bot1-7_GFP-MBD_ctrl	3	7	7	102.9728	174.9772	-72.0043	72.0043	72.0043	0.0025
bot1-7_GFP-MBD_ctrl	3	8	1	134.4217	163.4387	-29.017	29.017	29.017	0.1051
bot1-7_GFP-MBD_ctrl	3	8	2	173.2021	3.0043	170.1978	170.1978	9.8022	0.0488
bot1-7_GFP-MBD_ctrl	3	8	3	105.0317	77.9995	27.0321	27.0321	27.0321	0.0324
bot1-7_GFP-MBD_ctrl	3	8	4	122.1032	85.5942	36.509	36.509	36.509	0.0779
bot1-7_GFP-MBD_ctrl	3	8	5	169.2331	130.1719	39.0612	39.0612	39.0612	0.0269
bot1-7_GFP-MBD_ctrl	3	8	6	159.8893	33.8674	126.0219	126.0219	53.9781	0.0201
bot1-7_GFP-MBD_ctrl	3	8	7	148.445	174.9772	-26.5321	26.5321	26.5321	0.0228
bot1-7_GFP-MBD_ctrl	3	9	1	134.481	163.4387	-28.9578	28.9578	28.9578	0.0766
bot1-7_GFP-MBD_ctrl	3	9	2	26.7695	3.0043	23.7652	23.7652	23.7652	0.0505
bot1-7_GFP-MBD_ctrl	3	9	3	87.6587	77.9995	9.6592	9.6592	9.6592	0.0345
bot1-7_GFP-MBD_ctrl	3	9	4	133.6005	85.5942	48.0063	48.0063	48.0063	0.0449
bot1-7_GFP-MBD_ctrl	3	9	5	146.5189	130.1719	16.347	16.347	16.347	0.0418
bot1-7_GFP-MBD_ctrl	3	9	6	13.1811	33.8674	-20.6863	20.6863	20.6863	0.0193
bot1-7_GFP-MBD_ctrl	3	9	7	155.1389	174.9772	-19.8383	19.8383	19.8383	0.0375
bot1-7_GFP-MBD_ctrl	3	10	1	150.0188	163.4387	-13.4199	13.4199	13.4199	0.0748
bot1-7_GFP-MBD_ctrl	3	10	2	1.9264	3.0043	-1.078	1.078	1.078	0.0661
bot1-7_GFP-MBD_ctrl	3	10	3	94.195	77.9995	16.1955	16.1955	16.1955	0.0135
bot1-7_GFP-MBD_ctrl	3	10	4	121.5375	85.5869	35.9505	35.9505	35.9505	0.0537
bot1-7_GFP-MBD_ctrl	3	10	5	12.8373	130.1719	-117.3346	117.3346	62.6654	0.0311
bot1-7_GFP-MBD_ctrl	3	10	6	151.2139	33.8674	117.3465	117.3465	62.6535	0.0085
bot1-7_GFP-MBD_ctrl	3	10	7	163.6193	174.9772	-11.3578	11.3578	11.3578	0.0394
bot1-7_GFP-MBD_ctrl	3	11	1	157.1902	163.4387	-6.2486	6.2486	6.2486	0.0662
bot1-7_GFP-MBD_ctrl	3	11	2	172.1499	3.0043	169.1456	169.1456	10.8544	0.0582
bot1-7_GFP-MBD_ctrl	3	11	3	91.6258	77.9995	13.6263	13.6263	13.6263	0.0153
bot1-7_GFP-MBD_ctrl	3	11	4	123.031	85.5869	37.444	37.444	37.444	0.0709
bot1-7_GFP-MBD_ctrl	3	11	5	176.2734	130.1719	46.1015	46.1015	46.1015	0.0838
bot1-7_GFP-MBD_ctrl	3	11	6	28.0227	33.8674	-5.8447	5.8447	5.8447	0.0355
bot1-7_GFP-MBD_ctrl	3	11	7	23.4628	174.9772	-151.5143	151.5143	28.4857	0.0325
bot1-7_GFP-MBD_ctrl	3	12	1	154.3363	163.4387	-9.1025	9.1025	9.1025	0.0939
bot1-7_GFP-MBD_ctrl	3	12	2	5.9307	3.0043	2.9263	2.9263	2.9263	0.0554
bot1-7_GFP-MBD_ctrl	3	12	3	151.2252	77.9995	73.2257	73.2257	73.2257	0.0183
bot1-7_GFP-MBD_ctrl	3	12	4	114.2919	85.5869	28.705	28.705	28.705	0.0738
bot1-7_GFP-MBD_ctrl	3	12	5	171.4525	130.1719	41.2806	41.2806	41.2806	0.0577
bot1-7_GFP-MBD_ctrl	3	12	6	1.8815	33.8674	-31.9859	31.9859	31.9859	0.0346
bot1-7_GFP-MBD_ctrl	3	12	7	179.0566	174.9772	4.0795	4.0795	4.0795	0.0651
bot1-7_GFP-MBD_ctrl	3	13	1	160.5554	163.4387	-2.8833	2.8833	2.8833	0.0668
bot1-7_GFP-MBD_ctrl	3	13	2	1.7455	3.0043	-1.2588	1.2588	1.2588	0.0544
bot1-7_GFP-MBD_ctrl	3	13	3	145.5857	77.9995	67.5862	67.5862	67.5862	0.0398
bot1-7_GFP-MBD_ctrl	3	13	4	138.9875	85.5869	53.4006	53.4006	53.4006	0.0393
bot1-7_GFP-MBD_ctrl	3	13	5	176.5149	130.1719	46.343	46.343	46.343	0.0292
bot1-7_GFP-MBD_ctrl	3	13	6	32.0833	33.8674	-1.7841	1.7841	1.7841	0.0444
bot1-7_GFP-MBD_ctrl	3	13	7	171.131	174.9772	-3.8462	3.8462	3.8462	0.0668
bot1-7_GFP-MBD_ctrl	3	1	1	10.3922	174.9331	-164.541	164.541	15.459	0.0107
bot1-7_GFP-MBD_ctrl	3	1	2	120.8277	66.0213	54.8065	54.8065	54.8065	0.0238
